m,TagName,
"2016-11-01 00:00:00","javascript","20406"
"2016-11-01 00:00:00","perl","366"
"2016-11-01 00:00:00","php","11873"
"2016-11-01 00:00:00","python","14129"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10645"
"2016-12-01 00:00:00","c++","5201"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13779"
"2016-12-01 00:00:00","javascript","19693"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11386"
"2016-12-01 00:00:00","python","12994"
"2016-12-01 00:00:00","r","3142"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3919"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2751"
"2017-01-01 00:00:00","c#","11659"
"2017-01-01 00:00:00","c++","5631"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","555"
"2017-01-01 00:00:00","java","14508"
"2017-01-01 00:00:00","javascript","21332"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12544"
"2017-01-01 00:00:00","python","14224"
"2017-01-01 00:00:00","r","3482"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2717"
"2017-02-01 00:00:00","c#","11447"
"2017-02-01 00:00:00","c++","5147"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","549"
"2017-02-01 00:00:00","java","14506"
"2017-02-01 00:00:00","javascript","21131"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12420"
"2017-02-01 00:00:00","python","14730"
"2017-02-01 00:00:00","r","3668"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4045"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2955"
"2017-03-01 00:00:00","c#","12951"
"2017-03-01 00:00:00","c++","6203"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17248"
"2017-03-01 00:00:00","javascript","23621"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13939"
"2017-03-01 00:00:00","python","17062"
"2017-03-01 00:00:00","r","4598"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2840"
"2017-04-01 00:00:00","c#","11060"
"2017-04-01 00:00:00","c++","5856"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15854"
"2017-04-01 00:00:00","javascript","21164"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12327"
"2017-04-01 00:00:00","python","15599"
"2017-04-01 00:00:00","r","4249"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3903"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2739"
"2017-05-01 00:00:00","c#","11946"
"2017-05-01 00:00:00","c++","5284"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","580"
"2017-05-01 00:00:00","java","16288"
"2017-05-01 00:00:00","javascript","22323"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12975"
"2017-05-01 00:00:00","python","16129"
"2017-05-01 00:00:00","r","4306"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2339"
"2017-06-01 00:00:00","c#","11270"
"2017-06-01 00:00:00","c++","4663"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14570"
"2017-06-01 00:00:00","javascript","21516"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11676"
"2017-06-01 00:00:00","python","15955"
"2017-06-01 00:00:00","r","4438"
"2017-06-01 00:00:00","ruby","1412"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11170"
"2017-07-01 00:00:00","c++","5003"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14072"
"2017-07-01 00:00:00","javascript","21533"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11684"
"2017-07-01 00:00:00","python","16853"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","ruby","1519"
"2017-07-01 00:00:00","swift","4342"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2036"
"2017-08-01 00:00:00","c#","10928"
"2017-08-01 00:00:00","c++","4769"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","604"
"2017-08-01 00:00:00","java","13711"
"2017-08-01 00:00:00","javascript","21278"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11572"
"2017-08-01 00:00:00","python","16441"
"2017-08-01 00:00:00","r","4557"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4166"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2091"
"2017-09-01 00:00:00","c#","9842"
"2017-09-01 00:00:00","c++","4453"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12710"
"2017-09-01 00:00:00","javascript","18912"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10631"
"2017-09-01 00:00:00","python","15399"
"2017-09-01 00:00:00","r","4212"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2769"
"2017-10-01 00:00:00","c#","10188"
"2017-10-01 00:00:00","c++","5202"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13955"
"2017-10-01 00:00:00","javascript","19758"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10754"
"2017-10-01 00:00:00","python","16883"
"2017-10-01 00:00:00","r","4530"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3886"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2939"
"2017-11-01 00:00:00","c#","9757"
"2017-11-01 00:00:00","c++","5018"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14118"
"2017-11-01 00:00:00","javascript","19333"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10532"
"2017-11-01 00:00:00","python","16901"
"2017-11-01 00:00:00","r","4496"
"2017-11-01 00:00:00","ruby","1171"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8557"
"2017-12-01 00:00:00","c++","4444"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11930"
"2017-12-01 00:00:00","javascript","16900"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9074"
"2017-12-01 00:00:00","python","14868"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1015"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2206"
"2018-01-01 00:00:00","c#","9345"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12308"
"2018-01-01 00:00:00","javascript","18832"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10052"
"2018-01-01 00:00:00","python","16178"
"2018-01-01 00:00:00","r","4194"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2137"
"2018-02-01 00:00:00","c#","8552"
"2018-02-01 00:00:00","c++","4560"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11998"
"2018-02-01 00:00:00","javascript","17179"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16255"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3394"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2456"
"2018-03-01 00:00:00","c#","9754"
"2018-03-01 00:00:00","c++","5165"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13512"
"2018-03-01 00:00:00","javascript","19081"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9791"
"2018-03-01 00:00:00","python","17851"
"2018-03-01 00:00:00","r","5091"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2176"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4647"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13442"
"2018-04-01 00:00:00","javascript","17906"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8891"
"2018-04-01 00:00:00","python","16910"
"2018-04-01 00:00:00","r","4720"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9896"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13425"
"2018-05-01 00:00:00","javascript","18017"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9417"
"2018-05-01 00:00:00","python","17520"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","203"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8758"
"2018-06-01 00:00:00","c++","4083"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11753"
"2018-06-01 00:00:00","javascript","17138"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8392"
"2018-06-01 00:00:00","python","16753"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1593"
"2018-07-01 00:00:00","c#","9376"
"2018-07-01 00:00:00","c++","3899"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11699"
"2018-07-01 00:00:00","javascript","17757"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8515"
"2018-07-01 00:00:00","python","17885"
"2018-07-01 00:00:00","r","4399"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9450"
"2018-08-01 00:00:00","c++","3888"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11268"
"2018-08-01 00:00:00","javascript","17801"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8455"
"2018-08-01 00:00:00","python","17691"
"2018-08-01 00:00:00","r","4095"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3560"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8332"
"2018-09-01 00:00:00","c++","3723"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10680"
"2018-09-01 00:00:00","javascript","15962"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7640"
"2018-09-01 00:00:00","python","15967"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3131"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9309"
"2018-10-01 00:00:00","c++","4290"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12455"
"2018-10-01 00:00:00","javascript","17344"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8105"
"2018-10-01 00:00:00","python","18094"
"2018-10-01 00:00:00","r","4340"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8444"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11657"
"2018-11-01 00:00:00","javascript","16120"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7046"
"2018-11-01 00:00:00","python","17951"
"2018-11-01 00:00:00","r","4214"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7512"
"2018-12-01 00:00:00","c++","3541"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10398"
"2018-12-01 00:00:00","javascript","14216"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6193"
"2018-12-01 00:00:00","python","15669"
"2018-12-01 00:00:00","r","3391"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2271"
"2019-01-01 00:00:00","c#","8717"
"2019-01-01 00:00:00","c++","3894"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10985"
"2019-01-01 00:00:00","javascript","15972"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7130"
"2019-01-01 00:00:00","python","16888"
"2019-01-01 00:00:00","r","3937"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2895"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8318"
"2019-02-01 00:00:00","c++","3715"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10947"
"2019-02-01 00:00:00","javascript","15633"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7237"
"2019-02-01 00:00:00","python","17477"
"2019-02-01 00:00:00","r","4237"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2669"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2371"
"2019-03-01 00:00:00","c#","8928"
"2019-03-01 00:00:00","c++","4410"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11987"
"2019-03-01 00:00:00","javascript","17271"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19834"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2936"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9072"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11114"
"2019-04-01 00:00:00","javascript","16108"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7151"
"2019-04-01 00:00:00","python","19764"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3058"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8995"
"2019-05-01 00:00:00","c++","4112"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","670"
"2019-05-01 00:00:00","java","11032"
"2019-05-01 00:00:00","javascript","16083"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6924"
"2019-05-01 00:00:00","python","18832"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3091"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7573"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9590"
"2019-06-01 00:00:00","javascript","14754"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5985"
"2019-06-01 00:00:00","python","17166"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3076"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8413"
"2019-07-01 00:00:00","c++","4251"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10782"
"2019-07-01 00:00:00","javascript","16074"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19676"
"2019-07-01 00:00:00","r","4189"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1541"
"2019-08-01 00:00:00","c#","7671"
"2019-08-01 00:00:00","c++","3268"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9042"
"2019-08-01 00:00:00","javascript","15154"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5812"
"2019-08-01 00:00:00","python","17954"
"2019-08-01 00:00:00","r","3943"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2527"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1996"
"2019-09-01 00:00:00","c#","7815"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9619"
"2019-09-01 00:00:00","javascript","14810"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5533"
"2019-09-01 00:00:00","python","16821"
"2019-09-01 00:00:00","r","3932"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2555"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2469"
"2019-10-01 00:00:00","c#","8375"
"2019-10-01 00:00:00","c++","4817"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11153"
"2019-10-01 00:00:00","javascript","15918"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6030"
"2019-10-01 00:00:00","python","20374"
"2019-10-01 00:00:00","r","4374"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3102"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2499"
"2019-11-01 00:00:00","c#","7993"
"2019-11-01 00:00:00","c++","4708"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15676"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6078"
"2019-11-01 00:00:00","python","20516"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7180"
"2019-12-01 00:00:00","c++","4178"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8974"
"2019-12-01 00:00:00","javascript","14248"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5219"
"2019-12-01 00:00:00","python","18028"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2653"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2042"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4208"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9885"
"2020-01-01 00:00:00","javascript","15951"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5878"
"2020-01-01 00:00:00","python","19887"
"2020-01-01 00:00:00","r","4134"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1974"
"2020-02-01 00:00:00","c#","7681"
"2020-02-01 00:00:00","c++","4060"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","657"
"2020-02-01 00:00:00","java","9993"
"2020-02-01 00:00:00","javascript","15675"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5643"
"2020-02-01 00:00:00","python","19933"
"2020-02-01 00:00:00","r","4670"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2749"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4622"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11018"
"2020-03-01 00:00:00","javascript","17486"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5649"
"2020-03-01 00:00:00","python","22560"
"2020-03-01 00:00:00","r","5112"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3235"
"2020-04-01 00:00:00","c#","8552"
"2020-04-01 00:00:00","c++","6182"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","792"
"2020-04-01 00:00:00","java","12554"
"2020-04-01 00:00:00","javascript","20798"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6595"
"2020-04-01 00:00:00","python","27496"
"2020-04-01 00:00:00","r","6175"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3432"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3354"
"2020-05-01 00:00:00","c#","8563"
"2020-05-01 00:00:00","c++","6372"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11964"
"2020-05-01 00:00:00","javascript","21404"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6491"
"2020-05-01 00:00:00","python","29312"
"2020-05-01 00:00:00","r","6011"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3500"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7870"
"2020-06-01 00:00:00","c++","5598"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10773"
"2020-06-01 00:00:00","javascript","19703"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5903"
"2020-06-01 00:00:00","python","27001"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3145"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2088"
"2020-07-01 00:00:00","c#","7772"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10398"
"2020-07-01 00:00:00","javascript","19788"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5920"
"2020-07-01 00:00:00","python","26184"
"2020-07-01 00:00:00","r","4934"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7040"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9263"
"2020-08-01 00:00:00","javascript","17945"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4973"
"2020-08-01 00:00:00","python","22922"
"2020-08-01 00:00:00","r","4488"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2671"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2141"
"2020-09-01 00:00:00","c#","6430"
"2020-09-01 00:00:00","c++","3904"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8898"
"2020-09-01 00:00:00","javascript","16701"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4754"
"2020-09-01 00:00:00","python","21619"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2358"
"2020-10-01 00:00:00","c#","6168"
"2020-10-01 00:00:00","c++","4302"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8895"
"2020-10-01 00:00:00","javascript","16350"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4564"
"2020-10-01 00:00:00","python","22678"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2683"
"2020-11-01 00:00:00","c#","5956"
"2020-11-01 00:00:00","c++","4293"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8440"
"2020-11-01 00:00:00","javascript","15442"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22050"
"2020-11-01 00:00:00","r","4797"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2151"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
